Distance,TransportationMode,WeatherConditions,TrafficConditions,FuelPrices,DeliveryTime,TransportationCompany,TransportationCost
112,Air,Sunny,Medium,3.859583445,15,Company B,560
199,Truck,Sunny,Low,3.895726884,18,Company B,398
203,Truck,Rainy,Low,2.138609012,2,Company A,406
205,Ship,Rainy,High,2.912826879,3,Company B,307.5
419,Ship,Rainy,Low,3.219378122,8,Company C,628.5
98,Air,Rainy,High,2.511745082,11,Company A,490
386,Ship,Sunny,Low,2.814153559,21,Company C,579
133,Ship,Snowy,Low,3.355363082,8,Company A,199.5
410,Truck,Snowy,High,2.453468454,17,Company A,820
226,Ship,Snowy,Low,3.203962706,6,Company B,339
197,Ship,Snowy,Medium,3.394895656,13,Company B,295.5
167,Truck,Rainy,Medium,2.180992622,18,Company B,334
391,Truck,Rainy,Low,2.995058632,17,Company C,782
112,Air,Rainy,Medium,2.52616006,21,Company B,560
238,Ship,Snowy,High,3.448772712,17,Company B,357
409,Truck,Rainy,Low,2.379111017,20,Company A,818
98,Air,Rainy,Low,3.784475831,16,Company B,490
376,Air,Sunny,High,2.861882673,13,Company B,1880
306,Ship,Sunny,High,2.396006061,22,Company B,459
273,Ship,Rainy,High,2.876043593,11,Company B,409.5
190,Air,Sunny,Low,2.817487526,23,Company A,950
264,Truck,Sunny,High,2.857837919,3,Company B,528
484,Air,Rainy,High,3.171122587,8,Company A,2420
428,Ship,Rainy,Medium,3.04234745,14,Company C,642
489,Truck,Rainy,Medium,2.299554263,4,Company B,978
260,Truck,Rainy,Low,2.131158145,16,Company B,520
367,Air,Snowy,Medium,3.458830897,2,Company B,1835
81,Ship,Snowy,Medium,3.119434872,4,Company A,121.5
207,Air,Rainy,High,2.718001536,11,Company B,1035
334,Air,Sunny,High,3.616715645,16,Company B,1670
354,Air,Rainy,Medium,2.776116949,23,Company C,1770
478,Truck,Rainy,Medium,3.591930179,7,Company A,956
335,Truck,Sunny,Medium,2.611512255,21,Company A,670
193,Ship,Snowy,Low,2.145690595,16,Company C,289.5
473,Ship,Rainy,Low,3.865279388,22,Company A,709.5
68,Air,Rainy,Low,2.789102259,8,Company B,340
67,Air,Snowy,Medium,3.585385146,22,Company B,335
306,Air,Snowy,Medium,2.558288266,6,Company C,1530
127,Ship,Sunny,Low,3.292730224,5,Company A,190.5
420,Truck,Snowy,Low,3.746621747,23,Company A,840
224,Truck,Snowy,Medium,2.083288045,19,Company A,448
243,Air,Snowy,High,3.661271529,4,Company C,1215
162,Air,Sunny,Low,3.14266601,18,Company B,810
163,Air,Snowy,Medium,3.214943508,19,Company C,815
271,Air,Snowy,Medium,3.046316002,19,Company B,1355
215,Ship,Sunny,High,3.748950207,3,Company C,322.5
484,Truck,Snowy,Medium,2.086866714,14,Company B,968
368,Air,Snowy,Medium,2.522056783,23,Company A,1840
181,Ship,Sunny,Low,3.751525078,16,Company A,271.5
434,Air,Rainy,Low,3.504691405,6,Company A,2170
313,Air,Sunny,High,2.03529032,4,Company C,1565
462,Truck,Snowy,High,3.034012566,6,Company C,924
104,Air,Snowy,Medium,3.059145361,6,Company C,520
408,Truck,Snowy,Low,2.80176427,6,Company A,816
180,Truck,Sunny,High,2.594786664,4,Company B,360
337,Truck,Snowy,High,3.363449701,4,Company A,674
315,Ship,Snowy,High,2.415580929,21,Company A,472.5
415,Ship,Sunny,Medium,3.597897124,24,Company B,622.5
211,Truck,Rainy,Low,3.606074322,19,Company B,422
429,Air,Rainy,High,2.830522875,21,Company B,2145
136,Truck,Snowy,Low,2.567096022,5,Company B,272
104,Air,Sunny,High,2.567756363,2,Company A,520
337,Truck,Snowy,High,2.964582648,17,Company C,674
227,Air,Sunny,Low,3.439158449,9,Company A,1135
440,Ship,Sunny,Low,2.717737382,18,Company B,660
398,Air,Rainy,Low,3.220086691,9,Company C,1990
57,Truck,Rainy,Medium,2.764968921,8,Company C,114
370,Ship,Sunny,High,2.609046378,9,Company A,555
362,Air,Snowy,Medium,2.049719032,22,Company A,1810
296,Air,Rainy,Low,2.007828211,13,Company A,1480
372,Air,Snowy,High,2.454415356,17,Company C,1860
492,Air,Rainy,Medium,2.812812574,13,Company C,2460
304,Air,Rainy,High,3.702522335,20,Company C,1520
377,Ship,Snowy,Medium,3.596968486,11,Company B,565.5
103,Ship,Rainy,Low,2.534330525,8,Company B,154.5
298,Ship,Rainy,Medium,2.489080886,13,Company A,447
288,Ship,Snowy,High,2.454644142,21,Company C,432
278,Truck,Rainy,High,2.678474681,6,Company A,556
116,Ship,Rainy,High,2.996397439,17,Company C,174
100,Air,Rainy,High,2.877335544,10,Company A,500
146,Air,Snowy,Low,2.436546398,8,Company B,730
141,Ship,Sunny,Medium,2.26090282,21,Company C,211.5
313,Air,Snowy,Low,2.025155625,23,Company B,1565
467,Ship,Sunny,Low,2.307926477,15,Company C,700.5
340,Air,Rainy,Low,3.41071274,12,Company A,1700
145,Truck,Sunny,High,2.487277139,8,Company C,290
137,Truck,Snowy,High,2.93720362,11,Company B,274
127,Ship,Snowy,High,3.182602298,10,Company C,190.5
337,Ship,Rainy,Medium,3.773681806,5,Company A,505.5
169,Ship,Sunny,High,3.777710197,17,Company C,253.5
351,Air,Rainy,Medium,3.491467467,11,Company B,1755
449,Ship,Rainy,High,2.070313984,20,Company A,673.5
214,Truck,Snowy,High,3.150140838,18,Company B,428
231,Air,Sunny,Low,3.573166942,10,Company C,1155
447,Ship,Sunny,Low,2.03457609,14,Company B,670.5
272,Air,Sunny,Low,3.099369227,2,Company C,1360
360,Air,Sunny,Medium,3.715528292,3,Company A,1800
481,Ship,Rainy,Medium,2.948204152,14,Company B,721.5
56,Air,Rainy,High,2.008212406,10,Company B,280
379,Truck,Snowy,Medium,2.022026717,8,Company C,758
312,Truck,Rainy,High,2.833272075,17,Company B,624
210,Air,Rainy,Medium,2.310017335,20,Company B,1050
200,Ship,Snowy,Medium,3.328901314,8,Company A,300
134,Air,Snowy,Medium,3.41759853,7,Company C,670
196,Truck,Snowy,Low,2.355759591,19,Company C,392
161,Air,Rainy,Medium,3.777066577,20,Company A,805
430,Air,Rainy,Low,2.88381569,12,Company A,2150
452,Truck,Snowy,Low,2.285691815,13,Company C,904
85,Air,Snowy,Medium,3.528503196,11,Company A,425
334,Air,Snowy,High,3.579949,14,Company A,1670
237,Ship,Rainy,High,3.278590945,13,Company A,355.5
131,Ship,Rainy,High,3.706931106,22,Company C,196.5
51,Truck,Sunny,Medium,3.474745944,11,Company A,102
434,Truck,Rainy,High,3.764411474,21,Company B,868
352,Truck,Rainy,Low,2.867776097,19,Company B,704
246,Ship,Rainy,High,3.495194256,5,Company C,369
453,Truck,Snowy,Medium,3.999503127,6,Company A,906
60,Truck,Rainy,High,3.449862395,6,Company B,120
283,Truck,Snowy,Low,2.22836756,13,Company C,566
435,Ship,Sunny,Medium,3.036637445,4,Company B,652.5
244,Air,Sunny,High,3.174695582,9,Company A,1220
168,Truck,Snowy,Medium,2.34842135,23,Company C,336
445,Air,Snowy,Medium,3.925783268,3,Company B,2225
69,Truck,Snowy,Medium,2.351159555,19,Company C,138
310,Air,Rainy,High,2.355115839,10,Company B,1550
342,Ship,Sunny,Medium,3.830334276,14,Company B,513
471,Ship,Snowy,High,2.930410866,8,Company A,706.5
305,Truck,Rainy,Low,2.126376559,11,Company A,610
271,Air,Sunny,High,3.196375,10,Company B,1355
442,Ship,Rainy,Low,3.203652697,23,Company C,663
275,Truck,Sunny,High,2.129001517,16,Company C,550
102,Truck,Rainy,Medium,3.945044991,6,Company A,204
477,Ship,Sunny,High,3.088059931,13,Company B,715.5
404,Ship,Sunny,Medium,3.119591444,2,Company A,606
391,Truck,Rainy,Low,3.040230829,13,Company B,782
413,Air,Snowy,High,3.221463559,23,Company B,2065
329,Air,Sunny,Medium,2.528599506,7,Company A,1645
130,Air,Snowy,Low,2.574482696,20,Company C,650
251,Truck,Rainy,Low,3.02267818,20,Company A,502
207,Ship,Snowy,High,3.61337171,17,Company B,310.5
169,Truck,Snowy,Low,2.099729153,20,Company A,338
108,Ship,Snowy,Medium,3.206808424,4,Company C,162
264,Air,Snowy,Low,3.613556285,24,Company C,1320
177,Air,Snowy,Low,2.313834544,11,Company B,885
273,Ship,Sunny,Medium,2.030045084,19,Company A,409.5
258,Ship,Sunny,Low,2.62542659,14,Company C,387
419,Truck,Sunny,Low,3.176287413,19,Company A,838
164,Air,Rainy,Low,2.276566347,4,Company C,820
258,Truck,Snowy,Low,2.852244742,24,Company B,516
63,Truck,Sunny,Medium,3.104642995,4,Company B,126
58,Truck,Rainy,Low,3.19776619,24,Company A,116
89,Air,Sunny,Medium,2.548823442,13,Company B,445
499,Truck,Sunny,Low,2.800059272,21,Company C,998
286,Truck,Snowy,Low,3.556678458,8,Company B,572
330,Truck,Rainy,Low,3.882429388,9,Company C,660
408,Truck,Snowy,Low,3.723760662,10,Company C,816
250,Truck,Snowy,Medium,3.128567003,15,Company B,500
295,Truck,Sunny,Medium,2.820585606,6,Company C,590
327,Air,Snowy,Medium,2.665913229,22,Company C,1635
284,Truck,Rainy,High,2.249913132,20,Company A,568
53,Ship,Snowy,Low,2.213102494,22,Company A,79.5
203,Truck,Snowy,Low,3.37671525,17,Company A,406
491,Truck,Snowy,Medium,2.519588832,13,Company B,982
78,Air,Sunny,High,2.509323373,22,Company A,390
158,Air,Rainy,Low,3.996390109,5,Company C,790
147,Ship,Sunny,Medium,2.375851916,9,Company B,220.5
264,Ship,Sunny,Low,2.296119519,8,Company B,396
342,Air,Sunny,Low,2.197370456,16,Company B,1710
124,Air,Sunny,Medium,3.15961069,7,Company B,620
375,Truck,Sunny,Medium,3.255727652,6,Company C,750
195,Air,Rainy,Low,2.730455853,15,Company C,975
177,Ship,Snowy,Low,3.070826671,22,Company A,265.5
390,Truck,Sunny,Medium,3.576799062,14,Company B,780
91,Ship,Sunny,Low,3.636208337,11,Company A,136.5
405,Truck,Rainy,Low,3.915824151,19,Company C,810
90,Air,Rainy,Medium,3.648535972,5,Company B,450
471,Ship,Snowy,Low,3.129682873,9,Company C,706.5
83,Truck,Rainy,Low,2.359313932,12,Company A,166
66,Truck,Snowy,High,2.199527115,18,Company C,132
214,Air,Sunny,Medium,2.10902378,19,Company B,1070
202,Air,Sunny,High,3.333051664,22,Company B,1010
427,Air,Snowy,High,3.615072511,12,Company A,2135
125,Ship,Rainy,High,3.017367901,17,Company B,187.5
136,Truck,Snowy,Low,2.10942835,13,Company C,272
166,Air,Rainy,Low,3.070941149,14,Company C,830
411,Ship,Sunny,High,3.871498523,17,Company C,616.5
391,Ship,Rainy,High,3.195226382,24,Company C,586.5
76,Ship,Snowy,High,3.618854977,22,Company A,114
362,Air,Snowy,Low,3.600305297,2,Company C,1810
336,Air,Sunny,High,3.8642582,17,Company A,1680
183,Truck,Rainy,High,3.540457531,16,Company C,366
268,Truck,Rainy,Medium,3.495401028,7,Company A,536
217,Air,Rainy,Medium,2.46820533,13,Company C,1085
147,Ship,Sunny,Low,2.119850311,9,Company C,220.5
317,Ship,Rainy,Medium,3.03519893,8,Company A,475.5
286,Ship,Snowy,Medium,2.248868416,3,Company B,429
358,Truck,Rainy,Medium,3.924391753,13,Company B,716
443,Ship,Sunny,Low,2.579849525,22,Company B,664.5
222,Truck,Rainy,Medium,3.705888407,15,Company A,444
450,Truck,Rainy,Low,2.77524925,17,Company B,900
459,Ship,Snowy,High,2.6463885,12,Company B,688.5
239,Ship,Rainy,Medium,3.870317145,21,Company A,358.5
171,Air,Snowy,Low,2.726645144,10,Company B,855
95,Air,Snowy,Medium,2.780575817,11,Company B,475
113,Ship,Sunny,High,2.212183559,18,Company B,169.5
179,Truck,Snowy,Low,3.340893331,13,Company A,358
359,Truck,Snowy,Low,2.577678829,7,Company A,718
412,Truck,Sunny,Low,3.171208336,20,Company B,824
242,Truck,Snowy,High,3.182703408,12,Company B,484
356,Truck,Sunny,High,3.438399391,10,Company A,712
230,Air,Rainy,High,3.490482972,22,Company B,1150
341,Ship,Sunny,Low,3.028904869,7,Company A,511.5
420,Air,Snowy,High,2.661983895,17,Company B,2100
331,Truck,Sunny,Medium,3.67490179,21,Company A,662
78,Truck,Snowy,High,2.619731299,17,Company C,156
198,Truck,Rainy,Low,3.015018189,7,Company C,396
316,Truck,Sunny,Medium,2.802505166,6,Company A,632
345,Ship,Rainy,High,3.710156772,22,Company C,517.5
60,Truck,Snowy,Medium,2.863837062,5,Company B,120
213,Ship,Snowy,Medium,2.772198378,3,Company A,319.5
162,Truck,Rainy,Low,3.379647386,7,Company A,324
236,Ship,Sunny,Medium,3.20488222,10,Company B,354
344,Air,Sunny,Medium,2.214493667,18,Company B,1720
281,Truck,Snowy,Low,3.016337613,15,Company A,562
276,Ship,Rainy,Low,3.470956777,8,Company B,414
359,Air,Rainy,Low,3.984149529,23,Company A,1795
147,Truck,Sunny,Medium,3.258293668,20,Company B,294
104,Truck,Sunny,Medium,2.740586133,2,Company A,208
160,Truck,Sunny,Medium,2.4523032,21,Company B,320
201,Ship,Rainy,Low,3.745660468,16,Company B,301.5
295,Ship,Sunny,High,3.629130424,19,Company C,442.5
455,Air,Sunny,Medium,2.467845642,4,Company C,2275
118,Ship,Snowy,High,2.40126418,19,Company C,177
361,Ship,Sunny,Low,3.430273554,3,Company B,541.5
338,Truck,Sunny,Medium,2.629904124,11,Company A,676
299,Truck,Rainy,High,2.612797597,12,Company B,598
85,Truck,Rainy,Medium,2.304580494,4,Company C,170
288,Truck,Snowy,Medium,2.527951039,8,Company B,576
197,Truck,Sunny,Medium,2.855015115,9,Company C,394
276,Truck,Snowy,High,3.465676675,20,Company C,552
293,Truck,Rainy,Low,2.672616189,19,Company A,586
386,Air,Snowy,Medium,2.657208679,14,Company A,1930
495,Air,Rainy,Low,2.569826505,14,Company C,2475
414,Air,Snowy,Low,2.956567335,20,Company C,2070
250,Air,Snowy,High,2.361273396,24,Company B,1250
203,Truck,Sunny,High,2.971261468,13,Company C,406
499,Air,Snowy,Low,3.408351112,18,Company B,2495
122,Truck,Sunny,Medium,2.059581008,23,Company C,244
250,Air,Sunny,High,2.019558761,13,Company A,1250
345,Ship,Sunny,Medium,2.15024582,14,Company A,517.5
66,Air,Sunny,Medium,3.071320123,13,Company C,330
178,Air,Snowy,Medium,3.708910166,20,Company B,890
266,Truck,Rainy,Low,2.009768932,15,Company B,532
110,Air,Rainy,Medium,3.873322609,8,Company B,550
476,Ship,Rainy,Low,2.212557023,14,Company C,714
153,Truck,Snowy,Low,3.683967056,7,Company C,306
91,Truck,Sunny,Medium,2.96570953,20,Company A,182
74,Air,Rainy,Medium,3.318714775,20,Company A,370
88,Truck,Snowy,Medium,3.021365969,5,Company C,176
340,Truck,Sunny,Medium,2.95409645,20,Company A,680
180,Truck,Rainy,Low,3.669798857,10,Company B,360
278,Truck,Sunny,Medium,3.511772759,17,Company B,556
157,Truck,Rainy,Medium,2.966804473,5,Company C,314
221,Truck,Rainy,Low,2.223271859,7,Company B,442
484,Ship,Rainy,High,2.230805919,9,Company C,726
151,Air,Sunny,High,3.603078921,17,Company B,755
403,Ship,Snowy,Low,3.058781243,6,Company C,604.5
61,Truck,Sunny,High,2.96317828,22,Company B,122
324,Truck,Rainy,Low,3.361133683,23,Company B,648
150,Air,Sunny,Medium,3.717683167,11,Company A,750
93,Ship,Snowy,Medium,3.257746289,24,Company A,139.5
492,Air,Sunny,High,3.525695805,14,Company A,2460
354,Ship,Snowy,Medium,3.530541048,15,Company A,531
494,Truck,Snowy,High,2.712522898,8,Company A,988
66,Air,Sunny,High,2.548166391,21,Company A,330
379,Air,Rainy,Medium,3.602328134,7,Company C,1895
106,Truck,Snowy,Medium,2.754357584,8,Company C,212
360,Air,Sunny,High,3.806672013,6,Company A,1800
352,Ship,Snowy,Medium,2.139381393,22,Company C,528
61,Ship,Rainy,Low,2.116435024,19,Company A,91.5
367,Ship,Sunny,Medium,3.85400832,24,Company C,550.5
129,Ship,Sunny,Medium,3.296909828,13,Company B,193.5
265,Truck,Sunny,Low,2.759198713,7,Company C,530
388,Air,Rainy,Medium,3.51012083,2,Company C,1940
313,Ship,Snowy,Medium,3.34465362,5,Company C,469.5
198,Truck,Sunny,High,3.062402094,20,Company B,396
130,Air,Snowy,Medium,2.197746685,13,Company A,650
264,Air,Snowy,Medium,3.624359175,16,Company C,1320
423,Truck,Rainy,Low,3.732046381,4,Company C,846
247,Truck,Sunny,High,2.344337377,24,Company B,494
249,Ship,Snowy,High,3.701023304,21,Company A,373.5
74,Air,Sunny,High,3.755694622,9,Company C,370
138,Air,Sunny,Medium,3.098857225,12,Company B,690
317,Truck,Rainy,High,3.312358072,17,Company A,634
192,Air,Sunny,Low,2.76447464,10,Company A,960
108,Ship,Sunny,High,2.563583295,4,Company C,162
459,Air,Snowy,Low,3.443966294,6,Company C,2295
414,Truck,Rainy,High,3.723750298,21,Company C,828
75,Truck,Sunny,High,3.308155106,15,Company C,150
96,Ship,Snowy,Low,3.023181221,16,Company B,144
337,Ship,Rainy,High,2.317849534,7,Company B,505.5
315,Air,Rainy,High,2.106917425,5,Company C,1575
65,Air,Snowy,High,2.89138358,9,Company A,325
248,Truck,Snowy,Medium,2.098699127,20,Company C,496
450,Ship,Snowy,Low,3.138669264,6,Company A,675
456,Ship,Snowy,High,2.765458383,14,Company A,684
331,Ship,Snowy,Low,3.514378239,17,Company A,496.5
135,Air,Sunny,Low,2.611296994,2,Company B,675
299,Ship,Sunny,Low,3.185965402,14,Company A,448.5
440,Truck,Rainy,High,3.075367044,23,Company A,880
319,Truck,Sunny,High,2.009424851,12,Company B,638
384,Air,Sunny,Low,2.144778797,22,Company A,1920
166,Air,Sunny,Medium,2.580736425,9,Company A,830
56,Ship,Snowy,Low,3.764470162,9,Company C,84
186,Air,Rainy,Medium,2.29402991,15,Company A,930
420,Truck,Rainy,Low,3.421788661,14,Company A,840
225,Ship,Rainy,Low,3.946733132,4,Company A,337.5
377,Truck,Rainy,Low,3.581135105,5,Company A,754
364,Ship,Sunny,High,2.485890723,21,Company A,546
264,Air,Sunny,Medium,3.816730521,16,Company B,1320
131,Ship,Snowy,Medium,2.186214313,16,Company A,196.5
272,Ship,Rainy,Low,2.936283884,22,Company A,408
421,Truck,Sunny,High,3.775083815,14,Company B,842
472,Truck,Sunny,High,3.282531419,10,Company B,944
451,Ship,Snowy,Medium,2.827289129,11,Company A,676.5
492,Air,Snowy,High,2.585625733,13,Company A,2460
152,Air,Snowy,Medium,2.750198811,15,Company A,760
322,Truck,Sunny,Medium,3.017883562,2,Company C,644
63,Air,Sunny,Medium,2.63808786,15,Company C,315
208,Truck,Snowy,High,3.937935724,15,Company A,416
201,Air,Rainy,Medium,3.866155306,9,Company B,1005
157,Ship,Snowy,Medium,3.741342936,17,Company A,235.5
237,Truck,Snowy,Low,2.843659671,15,Company B,474
350,Truck,Snowy,Medium,3.382603539,2,Company B,700
147,Ship,Snowy,Medium,3.805658614,17,Company B,220.5
180,Truck,Sunny,Low,3.700858975,19,Company A,360
342,Air,Rainy,Low,2.828654028,8,Company A,1710
220,Air,Snowy,High,2.224772099,16,Company B,1100
473,Truck,Rainy,Medium,2.151260728,18,Company C,946
232,Air,Rainy,High,3.15412809,20,Company C,1160
413,Truck,Rainy,High,3.28525587,24,Company C,826
88,Ship,Snowy,Low,3.699685209,14,Company B,132
64,Truck,Sunny,High,2.585030041,10,Company A,128
425,Ship,Snowy,Medium,2.334940981,16,Company B,637.5
53,Air,Rainy,Low,2.758011666,4,Company C,265
398,Ship,Rainy,Medium,2.707150247,2,Company A,597
458,Air,Sunny,Medium,2.264937908,17,Company B,2290
446,Truck,Snowy,Low,3.344565305,9,Company B,892
259,Air,Rainy,Medium,3.017383881,24,Company C,1295
210,Truck,Sunny,Low,3.442245512,14,Company B,420
65,Truck,Rainy,Medium,2.70538224,9,Company A,130
475,Ship,Sunny,Low,2.651404423,18,Company C,712.5
157,Ship,Sunny,High,2.945151706,23,Company C,235.5
431,Ship,Snowy,Medium,3.754814691,24,Company A,646.5
499,Ship,Rainy,Low,2.080562613,15,Company C,748.5
360,Air,Snowy,Medium,3.609665635,22,Company B,1800
276,Air,Rainy,Medium,2.737975225,22,Company B,1380
219,Air,Snowy,Medium,3.709238052,8,Company C,1095
83,Truck,Rainy,Low,3.604406018,16,Company A,166
463,Air,Snowy,High,2.697522495,17,Company B,2315
300,Air,Sunny,High,3.387753071,20,Company A,1500
296,Air,Rainy,High,2.319265514,7,Company B,1480
318,Ship,Rainy,Low,3.792563104,24,Company B,477
190,Air,Sunny,High,2.808982129,2,Company C,950
323,Truck,Snowy,Low,2.911251231,13,Company C,646
465,Ship,Rainy,Medium,3.411518102,19,Company A,697.5
145,Truck,Rainy,Medium,3.641680473,17,Company C,290
276,Air,Snowy,High,2.472685487,13,Company B,1380
428,Ship,Sunny,Low,3.32270028,21,Company B,642
88,Truck,Snowy,Medium,2.783996088,14,Company A,176
351,Air,Snowy,Low,2.737405848,9,Company A,1755
78,Truck,Snowy,Low,3.380051648,23,Company B,156
495,Truck,Rainy,Medium,2.774366548,2,Company C,990
367,Truck,Sunny,Low,2.692217,22,Company C,734
294,Air,Sunny,Medium,3.671776816,8,Company A,1470
285,Air,Snowy,Medium,2.202552248,16,Company A,1425
234,Truck,Rainy,Medium,3.351785246,23,Company B,468
321,Ship,Snowy,Low,2.497450788,14,Company B,481.5
489,Ship,Rainy,Medium,2.030996484,14,Company A,733.5
285,Air,Rainy,Low,2.333528538,10,Company B,1425
288,Air,Rainy,Medium,3.21332306,16,Company A,1440
426,Air,Rainy,Medium,3.418254383,5,Company A,2130
315,Air,Sunny,High,2.042115567,14,Company C,1575
463,Air,Rainy,High,2.072850887,13,Company A,2315
458,Ship,Rainy,High,3.80508423,6,Company B,687
408,Air,Snowy,Low,2.146611636,8,Company C,2040
389,Truck,Snowy,Low,3.788364317,9,Company C,778
438,Truck,Sunny,Medium,2.456331828,6,Company B,876
114,Ship,Snowy,Medium,3.4800356,10,Company B,171
226,Truck,Rainy,Medium,2.619466498,15,Company B,452
52,Ship,Snowy,Medium,3.717504051,13,Company A,78
478,Ship,Sunny,Low,3.400909731,5,Company C,717
191,Truck,Snowy,Medium,2.803626917,21,Company A,382
425,Air,Snowy,Medium,2.152604908,9,Company A,2125
207,Truck,Sunny,High,3.465400368,18,Company A,414
373,Truck,Sunny,Medium,3.233769512,9,Company A,746
195,Ship,Rainy,Medium,2.005823436,22,Company C,292.5
495,Truck,Snowy,Medium,2.018839712,2,Company C,990
342,Ship,Rainy,Low,3.617585946,21,Company A,513
202,Air,Snowy,High,2.518799478,3,Company B,1010
481,Air,Snowy,Medium,3.272267335,5,Company C,2405
242,Air,Rainy,Medium,2.90842884,22,Company A,1210
486,Truck,Snowy,High,3.726860029,2,Company B,972
122,Ship,Snowy,Medium,3.833922226,8,Company B,183
448,Air,Snowy,Low,3.993615425,2,Company A,2240
354,Ship,Sunny,Medium,2.307368272,10,Company C,531
426,Ship,Rainy,Low,3.725928093,4,Company B,639
393,Air,Sunny,Low,2.532042753,13,Company C,1965
189,Air,Rainy,Medium,3.18163175,20,Company C,945
236,Ship,Rainy,High,3.011545668,16,Company B,354
342,Air,Snowy,Low,2.035976263,23,Company A,1710
110,Ship,Rainy,High,3.86554256,17,Company B,165
476,Ship,Sunny,Medium,2.15665411,11,Company B,714
429,Air,Sunny,Low,3.376437839,23,Company C,2145
247,Truck,Sunny,Medium,3.570013672,7,Company A,494
344,Air,Rainy,High,3.590575698,18,Company C,1720
489,Truck,Sunny,Medium,2.270989038,22,Company B,978
368,Ship,Rainy,Medium,2.895139901,23,Company A,552
351,Ship,Sunny,Low,3.658857741,18,Company A,526.5
393,Truck,Sunny,Medium,2.605358421,22,Company A,786
60,Ship,Rainy,Medium,2.935497351,20,Company A,90
111,Truck,Sunny,Medium,2.545587785,19,Company A,222
382,Truck,Snowy,Low,2.927102836,12,Company B,764
275,Ship,Rainy,High,3.775675845,8,Company B,412.5
202,Truck,Rainy,High,2.910248462,11,Company B,404
248,Air,Rainy,Medium,3.111824034,8,Company C,1240
101,Air,Snowy,Low,2.807952567,6,Company A,505
309,Ship,Rainy,Medium,2.920234366,13,Company A,463.5
108,Ship,Sunny,High,2.030348398,17,Company B,162
121,Truck,Sunny,Low,2.56749102,22,Company A,242
197,Truck,Sunny,High,2.873163443,19,Company C,394
398,Truck,Rainy,High,3.267593952,4,Company A,796
112,Truck,Sunny,Low,2.900103861,21,Company A,224
359,Air,Rainy,Low,2.675634087,16,Company C,1795
422,Air,Sunny,Medium,2.776197471,6,Company B,2110
292,Ship,Snowy,Medium,2.484586658,14,Company B,438
415,Truck,Snowy,High,3.848988566,20,Company A,830
379,Truck,Snowy,Low,3.043486452,13,Company C,758
156,Ship,Snowy,Low,2.026818908,24,Company B,234
275,Truck,Rainy,Medium,2.038892517,22,Company B,550
362,Truck,Sunny,High,3.94592327,6,Company B,724
267,Truck,Snowy,High,2.442901783,7,Company A,534
474,Truck,Rainy,Medium,3.611216578,8,Company C,948
290,Truck,Snowy,Low,2.116550603,11,Company A,580
308,Ship,Snowy,Medium,3.842325473,17,Company B,462
425,Truck,Rainy,Medium,3.748834007,9,Company C,850
311,Ship,Rainy,Medium,3.142186325,10,Company A,466.5
54,Truck,Sunny,Medium,2.017997315,5,Company B,108
310,Air,Sunny,Low,2.515621748,22,Company B,1550
103,Air,Snowy,Medium,2.813645295,22,Company A,515
96,Air,Snowy,Low,2.920128233,9,Company B,480
264,Air,Sunny,Medium,2.595357517,8,Company B,1320
226,Ship,Sunny,High,2.065895736,16,Company C,339
58,Ship,Rainy,Low,3.180254812,22,Company B,87
148,Truck,Sunny,High,3.048309335,4,Company A,296
69,Air,Sunny,Medium,2.566001271,18,Company C,345
427,Ship,Snowy,Medium,2.075951935,12,Company A,640.5
290,Truck,Sunny,Medium,3.989188374,10,Company B,580
110,Truck,Snowy,Low,2.963972374,6,Company C,220
428,Ship,Sunny,High,3.512008484,11,Company C,642
468,Air,Rainy,Low,2.90462807,16,Company C,2340
227,Truck,Sunny,Low,2.086340582,15,Company C,454
387,Air,Sunny,Medium,2.61920149,5,Company A,1935
111,Air,Sunny,High,2.640220282,22,Company B,555
194,Air,Snowy,Medium,3.676705808,21,Company B,970
265,Truck,Rainy,Low,3.308459956,3,Company C,530
52,Air,Sunny,Medium,2.550859807,13,Company B,260
209,Truck,Snowy,High,3.935479909,2,Company A,418
276,Air,Rainy,Medium,2.643083665,21,Company B,1380
318,Truck,Snowy,High,3.996468052,6,Company A,636
169,Air,Snowy,High,3.992327386,7,Company A,845
430,Ship,Rainy,Medium,2.382421035,12,Company B,645
138,Air,Sunny,Low,2.625482232,9,Company A,690
378,Air,Snowy,Medium,2.972088397,8,Company A,1890
117,Truck,Snowy,Low,3.328201342,5,Company A,234
447,Truck,Sunny,Low,3.056094898,7,Company A,894
406,Air,Sunny,Medium,3.938882938,17,Company C,2030
147,Ship,Rainy,Low,3.447978328,21,Company B,220.5
316,Ship,Rainy,Low,2.424089699,16,Company C,474
154,Truck,Rainy,Medium,2.2101951,15,Company A,308
489,Ship,Sunny,Medium,3.376802581,24,Company B,733.5
372,Air,Snowy,Medium,2.31690488,13,Company A,1860
172,Truck,Snowy,Low,3.575353681,13,Company B,344
78,Air,Rainy,High,2.622073335,17,Company C,390
186,Truck,Sunny,Low,2.653786526,16,Company B,372
244,Truck,Snowy,High,2.021596785,14,Company A,488
458,Truck,Rainy,Medium,3.402022534,12,Company B,916
275,Truck,Snowy,High,2.226539506,18,Company B,550
381,Ship,Snowy,Medium,3.545761155,22,Company C,571.5
219,Air,Sunny,Medium,2.983735644,16,Company A,1095
58,Air,Sunny,High,3.56855963,15,Company B,290
89,Air,Snowy,Medium,3.167853078,11,Company C,445
